departamento,codigodanedepartamento,municipio,codigodanemunicipio,ano,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje,areaspeligrosas,areaspeligrosasconfirmadas
HUILA,41,PITALITO,41551,2019,5,Comunidades,0,0,0,0,0,BRDEH,9,0,0,0,0
META,50,EL CASTILLO,50251,2018,9,Comunidades,0,0,0,0,0,APN,7,0,0,0,0
HUILA,41,ALGECIRAS,41020,2018,1,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
SANTANDER,68,SURATÁ,68780,2018,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,7,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,2
CAUCA,19,PURACÉ,19585,2019,12,Comunidades,0,0,0,1,1,HI,2,0,0,0,0
CAUCA,19,TIMBÍO,19807,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2022,9,Comunidades,22224,7,0,0,7,HALO,1,0,2,0,0
SANTANDER,68,EL CARMEN,68235,2014,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,BRICEÑO,5107,2017,7,Comunidades,1068,1,0,0,1,BRDEH,0,1,0,0,0
ANTIOQUIA,5,SAN LUIS,5660,2016,8,Comunidades,0,0,0,0,0,BRDEH,10,0,0,0,0
SANTANDER,68,EL PLAYÓN,68255,2021,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,REMEDIOS,5604,2023,8,Comunidades,0,0,0,0,0,HI,5,0,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2018,11,Comunidades,0,0,0,0,0,APN,0,0,0,0,1
BOLIVAR,13,CÓRDOBA,13212,2016,4,Comunidades,0,0,0,0,0,BDIAN,9,0,0,0,0
CUNDINAMARCA,25,CHOCONTÁ,25183,2018,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
SUCRE,70,CHALÁN,70230,2016,10,Comunidades,0,0,0,0,0,BDIAN,1,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,7,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
PUTUMAYO,86,PUERTO CAICEDO,86569,2018,12,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
META,50,MESETAS,50330,2021,8,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
ANTIOQUIA,5,URRAO,5847,2022,9,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,1
BOLIVAR,13,SAN JACINTO,13654,2021,3,Comunidades,0,0,0,0,0,BDIAN,2,0,0,0,0
CALDAS,17,MARULANDA,17446,2020,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CESAR,20,LA JAGUA DE IBIRICO,20400,2021,4,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2022,8,Comunidades,0,0,0,0,0,HUMANICEMOS,0,0,0,1,0
SANTANDER,68,EL PLAYÓN,68255,2021,2,Comunidades,11969,0,0,0,0,BRDEH,0,0,1,0,0
PUTUMAYO,86,VILLAGARZÓN,86885,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2017,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SANTANDER,68,EL PLAYÓN,68255,2022,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CALDAS,17,SAMANÁ,17662,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,3
PUTUMAYO,86,PUERTO GUZMÁN,86571,2019,11,Comunidades,0,0,0,0,0,CCCM,0,0,0,4,0
CAUCA,19,BALBOA,19075,2020,7,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
ANTIOQUIA,5,BRICEÑO,5107,2016,6,Comunidades,0,0,0,0,0,APN,6,0,0,0,0
ANTIOQUIA,5,NARIÑO,5483,2023,5,Comunidades,988,1,0,0,1,HALO,0,0,1,0,0
BOYACA,15,DUITAMA,15238,2018,2,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
SUCRE,70,OVEJAS,70508,2018,5,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,2
ANTIOQUIA,5,URRAO,5847,2021,6,Comunidades,0,0,3,0,3,CCCM,3,0,0,0,0
CAUCA,19,BALBOA,19075,2018,11,Comunidades,0,0,0,0,0,CCCM,7,0,0,0,0
META,50,LEJANÍAS,50400,2021,4,Comunidades,2088,8,0,0,8,HALO,0,0,1,0,0
PUTUMAYO,86,VILLAGARZÓN,86885,2018,3,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
SANTANDER,68,MATANZA,68444,2018,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
BOYACA,15,PAJARITO,15518,2021,12,Comunidades,0,0,0,0,0,CCCM,4,0,0,0,0
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,2021,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,SAN LUIS,5660,2017,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
META,50,LEJANÍAS,50400,2019,11,Comunidades,0,0,0,0,0,HALO,0,0,0,0,3
META,50,VISTAHERMOSA,50711,2018,6,Comunidades,26617,6,0,0,6,BRDEH,0,0,2,0,0
SANTANDER,68,EL CARMEN,68235,2013,5,Comunidades,1338,2,0,0,2,BRDEH,3,1,1,0,0
TOLIMA,73,CHAPARRAL,73168,2018,12,Comunidades,18084,0,1,0,1,HALO,0,0,1,0,0
ANTIOQUIA,5,APARTADÓ,5045,2021,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,CONCEPCIÓN,5206,2023,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2016,7,Comunidades,0,0,0,0,0,HALO,8,0,0,0,0
META,50,VISTAHERMOSA,50711,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,3
SANTANDER,68,SIMACOTA,68745,2021,10,Comunidades,7168,0,0,0,0,BRDEH,0,0,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
META,50,VISTAHERMOSA,50711,2018,4,Comunidades,0,0,0,0,0,HI,0,0,0,0,1
HUILA,41,NEIVA,41001,2018,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2022,2,Comunidades,0,1,0,0,1,BDIAN,12,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2017,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
META,50,LEJANÍAS,50400,2021,3,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,YONDÓ,5893,2022,9,Comunidades,843,0,1,0,1,HALO,5,0,1,0,0
ANTIOQUIA,5,GRANADA,5313,2014,3,Comunidades,2988,0,0,0,0,BRDEH,1,1,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2019,3,Comunidades,0,0,0,0,0,HI,0,0,0,0,5
SUCRE,70,OVEJAS,70508,2017,9,Comunidades,0,0,0,0,0,BDIAN,2,0,0,0,0
CAQUETA,18,SOLANO,18756,2022,4,Comunidades,0,0,0,0,0,DRC,2,0,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2019,11,Comunidades,3263,0,0,0,0,HALO,0,0,2,0,0
CAQUETA,18,FLORENCIA,18001,2020,5,Comunidades,3587,2,0,0,2,BRDEH,0,0,1,0,0
SANTANDER,68,CHIMA,68176,2019,3,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAQUETA,18,MILÁN,18460,2018,11,Comunidades,0,0,0,0,0,APN,0,0,0,3,0
ANTIOQUIA,5,ALEJANDRÍA,5021,2019,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
PUTUMAYO,86,PUERTO GUZMÁN,86571,2019,5,Comunidades,0,0,0,0,0,CCCM,0,0,0,3,3
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,3,Comunidades,0,0,0,0,0,CCCM,5,0,0,0,0
CESAR,20,AGUACHICA,20011,2022,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2022,7,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,9,Comunidades,590,0,0,0,0,CCCM,8,0,1,0,0
BOLIVAR,13,ZAMBRANO,13894,2016,3,Comunidades,0,0,4,0,4,BDIAN,4,0,0,0,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2020,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,SAN ANDRÉS,5647,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
PUTUMAYO,86,SAN MIGUEL,86757,2023,3,Comunidades,0,0,0,2,2,HALO,5,0,0,0,0
META,50,LA MACARENA,50350,2017,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
HUILA,41,NEIVA,41001,2017,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAUCA,19,MIRANDA,19455,2018,8,Comunidades,0,0,0,0,0,HALO,0,0,0,1,1
PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2021,4,Comunidades,2405,0,0,0,0,CCCM,0,0,2,0,0
META,50,LEJANÍAS,50400,2018,10,Comunidades,4652,6,0,0,6,HALO,1,0,1,0,0
ANTIOQUIA,5,APARTADÓ,5045,2022,6,Comunidades,2176,2,0,0,2,BRDEH,1,0,1,0,0
NARIÑO,52,EL TABLÓN,52258,2021,3,Comunidades,0,0,0,0,0,DRC,14,0,0,0,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2023,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,ABEJORRAL,5002,2016,3,Comunidades,0,0,0,0,0,HALO,6,0,0,0,0
ANTIOQUIA,5,TURBO,5837,2023,5,Comunidades,0,0,0,0,0,CCCM,4,0,0,0,0
META,50,VISTAHERMOSA,50711,2017,1,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
HUILA,41,TELLO,41799,2017,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
HUILA,41,TELLO,41799,2020,3,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2018,6,Comunidades,0,0,0,0,0,HALO,9,0,0,0,0
ANTIOQUIA,5,YONDÓ,5893,2022,2,Comunidades,0,0,0,0,0,HALO,7,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2017,7,Comunidades,0,2,0,0,2,BRDEH,2,0,0,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2013,11,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,YONDÓ,5893,2022,5,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
META,50,VISTAHERMOSA,50711,2021,2,Comunidades,20518,0,7,0,7,BRDEH,0,0,1,0,0
CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2019,5,Comunidades,0,0,0,0,0,DRC,2,0,0,0,0
ANTIOQUIA,5,NARIÑO,5483,2016,9,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2020,12,Comunidades,7222,0,0,0,0,HALO,5,0,1,0,0
ANTIOQUIA,5,TURBO,5837,2023,4,Comunidades,0,0,0,0,0,CCCM,13,0,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2019,10,Comunidades,0,1,0,0,1,HALO,1,0,0,0,0
META,50,VISTAHERMOSA,50711,2018,7,Comunidades,4207,2,0,0,2,HI,0,0,1,0,0
CAUCA,19,CAJIBÍO,19130,2021,4,Comunidades,4846,3,7,0,10,HI,1,0,2,0,0
CESAR,20,LA JAGUA DE IBIRICO,20400,2023,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CESAR,20,AGUACHICA,20011,2022,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,SAN LUIS,5660,2017,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,2
RISARALDA,66,GUÁTICA,66318,2018,8,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
ANTIOQUIA,5,TURBO,5837,2021,11,Comunidades,0,0,0,0,0,CCCM,2,0,0,0,0
SANTANDER,68,RIONEGRO,68615,2023,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
LA GUAJIRA,44,URUMITA,44855,2022,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
SANTANDER,68,SURATÁ,68780,2020,4,Comunidades,7581,0,0,0,0,BRDEH,0,0,1,0,0
CAQUETA,18,FLORENCIA,18001,2022,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,MILÁN,18460,2019,8,Comunidades,10005,0,0,0,0,APN,4,0,1,0,0
CAQUETA,18,PUERTO RICO,18592,2017,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
META,50,LEJANÍAS,50400,2017,5,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
META,50,VISTAHERMOSA,50711,2018,10,Comunidades,0,0,0,0,0,HI,0,0,0,1,2
CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2018,9,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
CESAR,20,BECERRIL,20045,2022,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
HUILA,41,PALERMO,41524,2019,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
QUINDIO,63,PIJAO,63548,2018,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SUCRE,70,OVEJAS,70508,2017,8,Comunidades,0,0,0,0,0,BDIAN,1,0,0,0,0
SANTANDER,68,RIONEGRO,68615,2021,6,Comunidades,0,0,0,0,0,BRDEH,17,0,0,0,0
NARIÑO,52,IPIALES,52356,2019,8,Comunidades,3408,0,0,0,0,BRDEH,0,0,1,0,0
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,2007,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
BOLIVAR,13,ZAMBRANO,13894,2016,12,Comunidades,1247,0,0,0,0,BDIAN,0,0,1,0,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2019,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
SANTANDER,68,SABANA DE TORRES,68655,2016,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
SANTANDER,68,EL CARMEN,68235,2012,11,Comunidades,1830,0,0,0,0,BRDEH,1,3,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2013,10,Comunidades,382,0,0,0,0,BRDEH,5,0,2,0,0
META,50,MESETAS,50330,2021,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,GRANADA,5313,2013,9,Comunidades,5655,0,0,0,0,BRDEH,8,2,0,0,0
ANTIOQUIA,5,TURBO,5837,2021,12,Comunidades,0,0,0,0,0,CCCM,9,0,0,0,0
BOYACA,15,PAJARITO,15518,2022,9,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
BOLIVAR,13,CÓRDOBA,13212,2016,11,Comunidades,0,0,1,0,1,BDIAN,3,0,0,0,0
SUCRE,70,LA UNIÓN,70400,2019,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SUCRE,70,OVEJAS,70508,2018,5,Comunidades,0,0,0,0,0,BDIAN,5,0,0,0,0
META,50,VISTAHERMOSA,50711,2019,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
LA GUAJIRA,44,SAN JUAN DEL CESAR,44650,2023,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CALDAS,17,MARULANDA,17446,2023,10,Comunidades,21256,0,0,0,0,BRDEH,0,0,2,0,0
META,50,VISTAHERMOSA,50711,2019,10,Comunidades,0,1,1,1,3,HALO,1,0,0,0,0
ANTIOQUIA,5,APARTADÓ,5045,2023,7,Comunidades,0,0,0,0,0,HUMANICEMOS,1,0,0,0,0
ANTIOQUIA,5,SAN ANDRÉS,5647,2018,7,Comunidades,4500,0,0,0,0,BRDEH,3,1,0,0,0
CALDAS,17,SAMANÁ,17662,2014,8,Comunidades,3783,2,0,0,2,BRDEH,0,0,1,0,0
TOLIMA,73,PLANADAS,73555,2019,6,Comunidades,4450,2,3,0,5,HALO,3,0,1,0,0
META,50,VISTAHERMOSA,50711,2020,2,Comunidades,5803,0,0,0,0,BRDEH,1,0,1,0,0
ANTIOQUIA,5,GRANADA,5313,2016,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
TOLIMA,73,PLANADAS,73555,2018,3,Comunidades,0,0,0,0,0,HALO,4,0,0,0,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2022,6,Comunidades,8142,0,0,0,0,BRDEH,0,0,1,0,0
TOLIMA,73,CHAPARRAL,73168,2021,3,Comunidades,1293,1,0,0,1,HALO,0,0,1,0,0
PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2019,5,Comunidades,0,0,0,0,0,CCCM,0,0,0,3,1
ANTIOQUIA,5,NARIÑO,5483,2014,3,Comunidades,2360,8,0,0,8,HALO,3,0,1,0,0
META,50,VISTAHERMOSA,50711,2023,4,Comunidades,145335,0,0,0,0,BRDEH,0,1,0,0,0
CAQUETA,18,MONTAÑITA,18410,2019,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
VALLE DEL CAUCA,76,FLORIDA,76275,2018,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2015,8,Comunidades,8335,0,0,0,0,BRDEH,0,1,1,0,0
ATLANTICO,8,SABANAGRANDE,8634,2018,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,2019,12,Comunidades,0,0,1,0,1,DRC,1,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2017,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
VALLE DEL CAUCA,76,GUACARÍ,76318,2018,1,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2018,6,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
TOLIMA,73,CHAPARRAL,73168,2020,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
CAQUETA,18,MILÁN,18460,2020,2,Comunidades,0,0,0,0,0,APN,1,0,0,0,0
NARIÑO,52,IPIALES,52356,2019,3,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
CAQUETA,18,MILÁN,18460,2021,11,Comunidades,0,0,0,0,0,DRC,10,0,0,0,0
CAQUETA,18,FLORENCIA,18001,2022,5,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
CALDAS,17,SAMANÁ,17662,2012,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
TOLIMA,73,CHAPARRAL,73168,2018,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
CAUCA,19,CAJIBÍO,19130,2018,9,Comunidades,8652,0,0,11,11,HI,0,0,1,0,0
SANTANDER,68,SURATÁ,68780,2020,8,Comunidades,7610,0,0,0,0,BRDEH,0,0,1,0,0
TOLIMA,73,ATACO,73067,2016,6,Comunidades,0,0,0,0,0,HALO,7,0,0,0,0
CAQUETA,18,CURILLO,18205,2022,3,Comunidades,0,0,0,0,0,DRC,0,0,0,0,1
SUCRE,70,LOS PALMITOS,70418,2019,5,Comunidades,0,0,0,0,0,BDIAN,1,0,0,0,0
META,50,MESETAS,50330,2019,12,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
TOLIMA,73,PLANADAS,73555,2018,1,Comunidades,4928,2,0,0,2,HALO,3,0,1,0,0
BOYACA,15,PAJARITO,15518,2022,3,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2013,10,Comunidades,0,0,0,0,0,BRDEH,9,0,0,0,0
CAQUETA,18,FLORENCIA,18001,2017,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,0
CALDAS,17,SAMANÁ,17662,2020,2,Comunidades,5935,7,0,0,7,BRDEH,0,0,1,0,0
TOLIMA,73,RONCESVALLES,73622,2017,11,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2018,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,SONSÓN,5756,2021,2,Comunidades,9095,7,1,0,8,HALO,2,0,3,0,0
CAUCA,19,PÁEZ,19517,2023,7,Comunidades,0,0,0,2,2,HI,2,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2016,10,Comunidades,5782,2,0,0,2,HALO,0,0,1,0,0
CAQUETA,18,MILÁN,18460,2022,7,Comunidades,13032,1,0,3,4,DRC,2,0,2,0,0
CALDAS,17,SALAMINA,17653,2019,2,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
ANTIOQUIA,5,SANTA FE ANTIOQUIA,5042,2022,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2018,4,Comunidades,0,0,0,8,8,HI,1,0,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2022,7,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,3
ANTIOQUIA,5,SAN CARLOS,5649,2018,7,Comunidades,0,5,1,1,7,BRDEH,1,0,0,0,0
META,50,MESETAS,50330,2020,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2012,12,Comunidades,3243,17,0,0,17,BRDEH,0,1,3,0,0
CALDAS,17,PENSILVANIA,17541,2023,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
VALLE DEL CAUCA,76,PALMIRA,76520,2021,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
SANTANDER,68,MATANZA,68444,2018,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAUCA,19,MIRANDA,19455,2018,10,Comunidades,0,0,0,0,0,HALO,0,0,0,1,2
ANTIOQUIA,5,SAN LUIS,5660,2022,5,Comunidades,67429,15,0,0,15,BRDEH,0,0,4,0,0
ANTIOQUIA,5,ITUANGO,5361,2018,9,Comunidades,25111,0,0,0,0,BRDEH,0,1,2,0,0
META,50,MESETAS,50330,2023,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,APARTADÓ,5045,2022,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2018,7,Comunidades,0,0,0,0,0,HI,0,0,0,0,1
ANTIOQUIA,5,SAN LUIS,5660,2017,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,MONTAÑITA,18410,2022,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,ANORÍ,5040,2022,8,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,ANGOSTURA,5038,2022,8,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
BOGOTA DC,11,Bogotá DC,11001,2021,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
VICHADA,99,CUMARIBO,99773,2022,11,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
ANTIOQUIA,5,SAN RAFAEL,5667,2016,2,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2018,5,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2021,12,Comunidades,0,0,0,0,0,CCCM,3,0,0,0,0
ANTIOQUIA,5,CARACOLÍ,5142,2019,3,Comunidades,2936,0,0,0,0,BRDEH,2,2,0,0,0
META,50,EL CASTILLO,50251,2020,8,Comunidades,0,0,0,3,3,HALO,2,0,0,0,0
ANTIOQUIA,5,AMALFI,5031,2021,3,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
PUTUMAYO,86,PUERTO ASÍS,86568,2021,2,Comunidades,0,0,0,0,0,CCCM,0,0,0,5,1
NORTE DE SANTANDER,54,SALAZAR,54660,2020,2,Comunidades,0,0,0,0,0,HALO,13,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2015,9,Comunidades,8433,3,0,0,3,HALO,4,0,1,0,0
BOLIVAR,13,ZAMBRANO,13894,2016,11,Comunidades,9676,0,0,0,0,BDIAN,2,1,0,0,0
ANTIOQUIA,5,AMALFI,5031,2022,6,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
ANTIOQUIA,5,NARIÑO,5483,2015,10,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
BOLIVAR,13,ZAMBRANO,13894,2018,6,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,1
TOLIMA,73,PLANADAS,73555,2017,2,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
NORTE DE SANTANDER,54,LABATECA,54377,2023,8,Comunidades,0,0,0,0,0,DRC,4,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2017,7,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,8,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,5
META,50,SAN JUAN DE ARAMA,50683,2018,6,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
CALDAS,17,SAMANÁ,17662,2022,4,Comunidades,31553,8,0,0,8,BRDEH,0,0,2,0,0
META,50,PUERTO CONCORDIA,50450,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAQUETA,18,EL PAUJIL,18256,2020,3,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
HUILA,41,NEIVA,41001,2018,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
TOLIMA,73,VILLARRICA,73873,2018,11,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,PUERTO RICO,18592,2023,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,PUERTO RICO,18592,2017,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CAQUETA,18,MONTAÑITA,18410,2021,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,4,0
TOLIMA,73,CHAPARRAL,73168,2017,9,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
CAQUETA,18,MONTAÑITA,18410,2020,6,Comunidades,4318,1,0,0,1,BRDEH,0,0,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2021,12,Comunidades,3340,0,0,0,0,HALO,0,0,2,0,0
META,50,LEJANÍAS,50400,2016,12,Comunidades,0,3,1,0,4,HALO,1,0,0,0,0
VALLE DEL CAUCA,76,PALMIRA,76520,2019,6,Comunidades,16308,0,0,0,0,BRDEH,12,0,2,0,0
