departamento,codigodanedepartamento,municipio,codigodanemunicipio,ano,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje,areaspeligrosas,areaspeligrosasconfirmadas
SANTANDER,68,SABANA DE TORRES,68655,2017,3,Comunidades,5627,0,0,0,0,BRDEH,4,1,0,0,0
CESAR,20,SAN ALBERTO,20710,2020,1,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2020,9,Comunidades,1570,0,0,0,0,BRDEH,0,0,1,0,0
NARIÑO,52,IPIALES,52356,2021,3,Comunidades,4430,2,0,0,2,HALO,0,0,3,0,0
CUNDINAMARCA,25,CABRERA,25120,2019,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,YONDÓ,5893,2023,1,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
SUCRE,70,MORROA,70473,2016,6,Comunidades,0,0,0,0,0,BDIAN,2,0,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2017,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
CUNDINAMARCA,25,NILO,25488,2018,10,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2020,9,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
TOLIMA,73,CHAPARRAL,73168,2021,5,Comunidades,57240,1,2,1,4,BRDEH,0,0,2,0,0
TOLIMA,73,PLANADAS,73555,2017,3,Comunidades,0,22,34,2,58,BRDEH,1,0,0,0,0
CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2019,1,Comunidades,0,0,0,0,0,DRC,3,0,0,0,0
ANTIOQUIA,5,APARTADÓ,5045,2022,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
VICHADA,99,CUMARIBO,99773,2023,5,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
ANTIOQUIA,5,SAN ANDRÉS,5647,2019,5,Comunidades,7129,0,0,0,0,BRDEH,0,2,0,0,0
TOLIMA,73,IBAGUÉ,73001,2017,12,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
ANTIOQUIA,5,ITUANGO,5361,2017,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2011,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,0
META,50,PUERTO LLERAS,50577,2018,3,Comunidades,0,0,0,0,0,APN,0,0,0,1,1
NORTE DE SANTANDER,54,LABATECA,54377,2023,9,Comunidades,0,0,0,0,0,DRC,1,0,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2018,8,Comunidades,0,0,0,0,0,HI,0,0,0,0,3
ANTIOQUIA,5,ITUANGO,5361,2019,3,Comunidades,5111,0,0,0,0,BRDEH,0,1,0,0,0
PUTUMAYO,86,ORITO,86320,2019,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
SANTANDER,68,MATANZA,68444,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,1
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2023,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,FLORENCIA,18001,2023,7,Comunidades,10231,0,0,0,0,BRDEH,0,0,1,0,0
SANTANDER,68,EL CARMEN,68235,2015,6,Comunidades,3231,0,0,0,0,BRDEH,0,1,0,0,0
HUILA,41,GARZÓN,41298,2018,8,Comunidades,0,0,0,0,0,BRDEH,10,0,0,0,0
ANTIOQUIA,5,VEGACHÍ,5858,2023,2,Comunidades,0,0,0,0,0,HI,4,0,0,0,0
TOLIMA,73,PLANADAS,73555,2018,8,Comunidades,0,0,0,0,0,HALO,0,0,0,0,4
ANTIOQUIA,5,SONSÓN,5756,2017,2,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
SANTANDER,68,SABANA DE TORRES,68655,2016,7,Comunidades,2813,0,0,0,0,BRDEH,13,1,0,0,0
SUCRE,70,OVEJAS,70508,2019,5,Comunidades,7830,0,0,0,0,BDIAN,1,1,0,0,0
PUTUMAYO,86,PUERTO GUZMÁN,86571,2020,2,Comunidades,0,0,0,0,0,CCCM,0,0,0,3,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2017,11,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
META,50,EL DORADO,50270,2011,5,Comunidades,11041,0,0,0,0,BRDEH,3,3,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,7,Comunidades,10699,0,0,0,0,BRDEH,1,0,2,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2010,3,Comunidades,7179,12,0,0,12,BRDEH,0,0,1,0,0
CAQUETA,18,VALPARAÍSO,18860,2018,8,Comunidades,0,0,0,0,0,BRDEH,8,0,0,0,0
CAQUETA,18,FLORENCIA,18001,2019,6,Comunidades,4709,2,0,0,2,BRDEH,0,0,1,0,0
SUCRE,70,OVEJAS,70508,2018,11,Comunidades,1665,0,0,0,0,BDIAN,2,0,1,0,0
CAQUETA,18,MONTAÑITA,18410,2020,12,Comunidades,0,0,0,0,0,HUMANICEMOS,0,0,0,1,0
ANTIOQUIA,5,JARDÍN,5364,2018,5,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
CAQUETA,18,PUERTO RICO,18592,2018,5,Comunidades,6791,4,0,0,4,BRDEH,2,1,1,0,0
ANTIOQUIA,5,ARGELIA,5055,2019,12,Comunidades,0,0,0,0,0,HALO,0,0,0,0,2
HUILA,41,TELLO,41799,2019,5,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
HUILA,41,NEIVA,41001,2019,10,Comunidades,0,0,0,0,0,BRDEH,7,0,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
HUILA,41,ALGECIRAS,41020,2019,10,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
CAUCA,19,SAN SEBASTIÁN,19693,2020,3,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CALDAS,17,SAMANÁ,17662,2021,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CAQUETA,18,EL DONCELLO,18247,2020,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,0
CESAR,20,VALLEDUPAR,20001,2021,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
CALDAS,17,SAMANÁ,17662,2012,6,Comunidades,3710,0,0,0,0,BRDEH,2,2,0,0,0
CASANARE,85,PAZ DE ARIPORO,85250,2022,9,Comunidades,0,0,0,0,0,CCCM,11,0,0,0,0
HUILA,41,ALGECIRAS,41020,2019,6,Comunidades,0,0,0,0,0,CCCM,0,0,0,3,1
VAUPES,97,MITÚ,97001,2020,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAUCA,19,CAJIBÍO,19130,2018,4,Comunidades,922,0,0,0,0,HI,0,0,1,0,0
PUTUMAYO,86,ORITO,86320,2019,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
ANTIOQUIA,5,SAN ANDRÉS,5647,2019,3,Comunidades,16681,13,0,0,13,BRDEH,4,0,1,0,0
CAUCA,19,BALBOA,19075,2019,2,Comunidades,0,0,0,0,0,CCCM,5,0,0,0,0
PUTUMAYO,86,PUERTO GUZMÁN,86571,2022,3,Comunidades,0,0,0,0,0,CCCM,3,0,0,0,0
ANTIOQUIA,5,COCORNÁ,5197,2016,7,Comunidades,7787,0,0,0,0,BRDEH,1,1,0,0,0
META,50,VISTAHERMOSA,50711,2018,4,Comunidades,4003,0,5,2,7,CCCM,2,0,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2022,3,Comunidades,13026,3,0,0,3,BRDEH,0,0,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2021,6,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
NORTE DE SANTANDER,54,ARBOLEDAS,54051,2020,2,Comunidades,0,0,0,0,0,HALO,12,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
HUILA,41,ALGECIRAS,41020,2019,8,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,2
PUTUMAYO,86,MOCOA,86001,2017,12,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
ANTIOQUIA,5,SAN FRANCISCO,5652,2014,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,3
ANTIOQUIA,5,ANGOSTURA,5038,2022,10,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
VALLE DEL CAUCA,76,FLORIDA,76275,2022,9,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
ANTIOQUIA,5,NARIÑO,5483,2014,7,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2016,7,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,1
ANTIOQUIA,5,ARGELIA,5055,2022,5,Comunidades,10715,37,0,0,37,HALO,1,0,1,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2021,3,Comunidades,9980,2,0,0,2,HALO,0,0,3,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2013,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,VEGACHÍ,5858,2023,1,Comunidades,0,0,0,0,0,HI,7,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2017,3,Comunidades,0,0,2,0,2,BRDEH,7,0,0,0,0
META,50,LEJANÍAS,50400,2017,11,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
ANTIOQUIA,5,APARTADÓ,5045,2022,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,0
ANTIOQUIA,5,SAN LUIS,5660,2018,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,GRANADA,5313,2012,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,1
CAUCA,19,SANTANDER DE QUILICHAO,19698,2022,4,Comunidades,384,0,0,1,1,HI,16,0,2,0,0
PUTUMAYO,86,ORITO,86320,2018,10,Comunidades,11830,0,0,0,0,BRDEH,2,1,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2018,10,Comunidades,10862,0,0,0,0,BDIAN,1,0,1,0,0
SANTANDER,68,EL CARMEN,68235,2011,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,1
CASANARE,85,SÁCAMA,85315,2022,7,Comunidades,0,0,1,0,1,HALO,1,0,0,0,0
SUCRE,70,LOS PALMITOS,70418,2019,6,Comunidades,0,0,0,0,0,BDIAN,1,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2011,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
BOLIVAR,13,ACHÍ,13006,2023,5,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
META,50,EL DORADO,50270,2010,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,4,1
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2017,4,Comunidades,1104,2,0,0,2,BRDEH,3,2,2,0,0
SANTANDER,68,CALIFORNIA,68132,2020,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
BOYACA,15,CHISCAS,15180,2020,7,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
PUTUMAYO,86,ORITO,86320,2019,4,Comunidades,0,1,0,0,1,BRDEH,4,0,0,0,0
NARIÑO,52,IPIALES,52356,2021,8,Comunidades,3381,0,0,0,0,HALO,0,0,1,0,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2023,4,Comunidades,25330,2,0,0,2,BRDEH,0,0,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2013,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,4,2
VALLE DEL CAUCA,76,PALMIRA,76520,2020,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
ANTIOQUIA,5,CAMPAMENTO,5134,2022,11,Comunidades,0,0,0,0,0,HALO,0,0,0,1,3
CAQUETA,18,FLORENCIA,18001,2020,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,SANTA FE ANTIOQUIA,5042,2021,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
MAGDALENA,47,CIÉNAGA,47189,2018,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CALDAS,17,SAMANÁ,17662,2012,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,3
CAUCA,19,CALOTO,19142,2019,4,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
ANTIOQUIA,5,ARGELIA,5055,2022,1,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,MONTEBELLO,5467,2021,10,Comunidades,33565,0,0,0,0,BRDEH,0,0,1,0,0
ANTIOQUIA,5,ARGELIA,5055,2018,9,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
MAGDALENA,47,CIÉNAGA,47189,2018,9,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
TOLIMA,73,PRADO,73563,2018,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2018,6,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
CALDAS,17,RIOSUCIO,17614,2019,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SANTANDER,68,EL PLAYÓN,68255,2023,7,Comunidades,9974,0,1,0,1,BRDEH,0,0,1,0,0
ANTIOQUIA,5,SONSÓN,5756,2018,7,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
CAUCA,19,PÁEZ,19517,2022,2,Comunidades,0,0,0,0,0,HI,6,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2019,4,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
SANTANDER,68,EL CARMEN,68235,2013,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
CESAR,20,AGUACHICA,20011,2022,7,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2020,7,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2011,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
CAQUETA,18,MILÁN,18460,2021,10,Comunidades,0,0,0,0,0,DRC,9,0,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2013,8,Comunidades,3687,0,0,0,0,BRDEH,1,1,0,0,0
SANTANDER,68,EL PLAYÓN,68255,2022,2,Comunidades,14082,1,0,0,1,BRDEH,0,0,1,0,0
SANTANDER,68,SURATÁ,68780,2023,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
META,50,PUERTO CONCORDIA,50450,2023,5,Comunidades,0,0,0,0,0,HI,0,0,0,0,2
TOLIMA,73,CHAPARRAL,73168,2017,8,Comunidades,10810,3,0,1,4,BRDEH,20,3,0,0,0
ANTIOQUIA,5,BRICEÑO,5107,2015,5,Comunidades,0,0,0,0,0,APN,5,0,0,0,0
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,2022,1,Comunidades,0,0,0,0,0,DRC,2,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2013,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
SANTANDER,68,EL CARMEN,68235,2014,6,Comunidades,3198,7,0,0,7,BRDEH,0,1,2,0,0
ANTIOQUIA,5,SABANALARGA,5628,2018,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2014,8,Comunidades,20465,0,0,0,0,BRDEH,0,1,0,0,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2022,11,Comunidades,30074,0,0,2,2,BRDEH,0,0,2,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2014,10,Comunidades,22733,2,0,0,2,BRDEH,1,1,2,0,0
HUILA,41,GUADALUPE,41319,2009,4,Bases Militares,3247.39,20,5,0,25,BRDEH,0,0,1,0,0
CALDAS,17,SAMANÁ,17662,2016,6,Comunidades,11065,6,0,0,6,BRDEH,3,3,1,0,0
META,50,SAN JUAN DE ARAMA,50683,2019,4,Comunidades,0,0,0,0,0,APN,1,0,0,0,0
META,50,VISTAHERMOSA,50711,2018,12,Comunidades,0,0,7,1,8,HALO,2,0,0,0,0
PUTUMAYO,86,PUERTO GUZMÁN,86571,2021,2,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2009,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
HUILA,41,ISNOS,41359,2018,9,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2022,3,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2018,2,Comunidades,3103,0,0,0,0,BRDEH,1,1,0,0,0
CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2019,7,Comunidades,5782,0,0,0,0,BRDEH,0,0,1,0,0
PUTUMAYO,86,ORITO,86320,2022,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAUCA,19,CORINTO,19212,2017,7,Comunidades,0,0,0,0,0,HI,1,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2018,4,Comunidades,0,0,7,2,9,CCCM,1,0,0,0,0
VALLE DEL CAUCA,76,PALMIRA,76520,2020,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
HUILA,41,ALGECIRAS,41020,2018,11,Comunidades,8009,1,1,0,2,CCCM,0,0,2,0,0
BOLIVAR,13,BARRANCO DE LOBA,13074,2022,7,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2021,8,Comunidades,2893,1,0,0,1,HALO,0,0,1,0,0
BOLIVAR,13,SAN JUAN NEPOMUCENO,13657,2015,12,Comunidades,0,0,0,0,0,BDIAN,6,0,0,0,0
META,50,EL DORADO,50270,2011,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
ANTIOQUIA,5,GRANADA,5313,2012,9,Comunidades,16157,1,0,0,1,BRDEH,4,4,1,0,0
NARIÑO,52,EL ROSARIO,52256,2019,9,Comunidades,0,0,0,0,0,PERIGEO,4,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2013,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,5,0
PUTUMAYO,86,ORITO,86320,2019,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
TOLIMA,73,CHAPARRAL,73168,2022,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
CAQUETA,18,FLORENCIA,18001,2021,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CALDAS,17,PENSILVANIA,17541,2019,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
META,50,SAN JUAN DE ARAMA,50683,2019,2,Comunidades,0,0,0,0,0,APN,1,0,0,0,0
CESAR,20,AGUSTÍN CODAZZI,20013,2023,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2018,5,Comunidades,10983,0,0,0,0,HALO,0,0,2,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2012,7,Comunidades,939,0,0,0,0,BRDEH,0,2,0,0,0
META,50,VISTAHERMOSA,50711,2017,8,Comunidades,0,0,0,0,0,HI,0,0,0,1,0
ANTIOQUIA,5,SANTO DOMINGO,5690,2019,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,COCORNÁ,5197,2016,5,Comunidades,3255,0,1,0,1,BRDEH,8,0,1,0,0
CAQUETA,18,MONTAÑITA,18410,2022,6,Comunidades,13968,1,0,0,1,BRDEH,0,0,2,0,0
NARIÑO,52,IPIALES,52356,2021,6,Comunidades,2701,1,0,0,1,HALO,0,0,1,0,0
TOLIMA,73,CHAPARRAL,73168,2021,10,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,CHIGORODÓ,5172,2021,8,Comunidades,0,0,0,0,0,CCCM,5,0,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2019,8,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,SONSÓN,5756,2022,2,Comunidades,5688,8,0,0,8,HALO,0,0,2,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2013,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,2
META,50,VISTAHERMOSA,50711,2011,3,Comunidades,2449,0,0,0,0,BRDEH,0,1,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2021,3,Comunidades,1210,3,0,0,3,CCCM,0,0,1,0,0
SUCRE,70,OVEJAS,70508,2017,6,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,1
PUTUMAYO,86,VILLAGARZÓN,86885,2017,10,Comunidades,0,0,1,0,1,BRDEH,13,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2022,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CALDAS,17,SAMANÁ,17662,2010,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
SANTANDER,68,SIMACOTA,68745,2019,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2014,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CUNDINAMARCA,25,PASCA,25535,2018,4,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
META,50,VISTAHERMOSA,50711,2022,4,Comunidades,0,0,1,0,1,BRDEH,1,0,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2014,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,2023,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2022,3,Comunidades,3413.4,0,0,0,0,CCCM,5,0,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2009,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
HUILA,41,BARAYA,41078,2017,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SUCRE,70,COLOSÓ,70204,2019,10,Comunidades,997,1,0,0,1,BDIAN,1,0,1,0,0
CESAR,20,AGUSTÍN CODAZZI,20013,2022,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,MILÁN,18460,2022,3,Comunidades,0,0,0,0,0,DRC,1,0,0,0,0
TOLIMA,73,PLANADAS,73555,2020,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,GRANADA,5313,2012,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,2
CAUCA,19,SANTANDER DE QUILICHAO,19698,2021,10,Comunidades,0,0,2,0,2,HI,18,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2021,8,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,2
CHOCO,27,ACANDÍ,27006,2023,5,Comunidades,3932,0,0,0,0,HI,3,0,1,0,0
HUILA,41,ALGECIRAS,41020,2019,3,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
META,50,SAN JUAN DE ARAMA,50683,2019,5,Comunidades,4381,0,0,0,0,APN,0,0,2,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2013,7,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2017,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2018,7,Comunidades,0,0,0,0,0,CCCM,2,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2019,5,Comunidades,1752,0,0,0,0,BRDEH,0,1,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2021,6,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,0
ANTIOQUIA,5,CAMPAMENTO,5134,2022,1,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
PUTUMAYO,86,VILLAGARZÓN,86885,2019,2,Comunidades,3362,0,0,0,0,BRDEH,6,1,0,0,0
ANTIOQUIA,5,URRAO,5847,2021,10,Comunidades,653,1,0,0,1,CCCM,3,0,1,0,0
ANTIOQUIA,5,REMEDIOS,5604,2023,7,Comunidades,0,0,0,0,0,HI,6,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2021,7,Comunidades,76955,0,0,0,0,BRDEH,0,1,0,0,0
ANTIOQUIA,5,GUATAPÉ,5321,2016,7,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
ANTIOQUIA,5,TURBO,5837,2022,4,Comunidades,0,0,0,0,0,CCCM,4,0,0,0,0
HUILA,41,BARAYA,41078,2018,6,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
ANTIOQUIA,5,CAMPAMENTO,5134,2022,5,Comunidades,2111,1,0,0,1,HALO,0,0,1,0,0
CESAR,20,PUEBLO BELLO,20570,2008,3,Bases Militares,9658.9,18,1,0,19,BRDEH,0,0,1,0,0
CASANARE,85,TAURAMENA,85410,2018,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2015,6,Comunidades,304,0,0,0,0,HALO,11,0,1,0,0
PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2023,5,Comunidades,0,0,0,0,0,CCCM,3,0,0,0,0
ANTIOQUIA,5,RIONEGRO,5615,2018,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2016,5,Comunidades,0,1,0,0,1,BRDEH,2,0,0,0,0
META,50,MESETAS,50330,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
SANTANDER,68,EL CARMEN,68235,2017,5,Comunidades,0,0,0,3,3,BRDEH,3,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2019,6,Comunidades,5421,2,0,0,2,HALO,2,0,3,0,0
CALDAS,17,SAMANÁ,17662,2014,2,Comunidades,0,0,0,0,0,BRDEH,8,0,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2016,8,Comunidades,0,0,0,0,0,HALO,3,0,0,0,0
CALDAS,17,MANZANARES,17433,2021,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
PUTUMAYO,86,SAN MIGUEL,86757,2022,3,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
META,50,PUERTO CONCORDIA,50450,2018,7,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
CALDAS,17,SAMANÁ,17662,2022,7,Comunidades,0,1,0,0,1,BRDEH,1,0,0,0,0
TOLIMA,73,CHAPARRAL,73168,2018,9,Comunidades,5489,0,0,0,0,BRDEH,0,0,1,0,0
TOLIMA,73,PLANADAS,73555,2021,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
